id,episode_id,source_frame,role_group,secondary_role_group,name,role_detail,role_group_normalized,role_group_corrected,scene_position,original_frame_number,reviewed_status,is_person,normalized_name,assigned_code,code_assignment_status,imdb_matches,imdb_name
1479,8_e_mezzo,scene_001_static_002_num00140_sim83.jpg,Miscellaneous Companies,,THE CRITERION COLLECTION,,Miscellaneous Companies,,first_half,140,pending,0,the criterion collection,cm0000012,internal_assigned,,
1480,8_e_mezzo,scene_002_static_000_num00363_sim95.jpg,Miscellaneous Companies,,THE MEDIASET COLLECTION,il film è stato restaurato da,Miscellaneous Companies,,first_half,363,pending,0,the mediaset collection,cm0000013,internal_assigned,,
1481,8_e_mezzo,"scene_002_static_000_num00363_sim95.jpg,scene_002_static_007_num01155_sim100.jpg,scene_002_static_009_num01251_sim51.jpg",Miscellaneous Companies,,CINEMA FOREVER,,Miscellaneous Companies,,first_half,"363,1155,1251",pending,0,cinema forever,cm0000002,internal_assigned,,
1482,8_e_mezzo,scene_002_static_000_num00363_sim95.jpg,Thanks,,CARLO BERNASCONI,Dedicato a,Thanks,,first_half,363,pending,1,carlo bernasconi,gp0000002,internal_assigned,,
1483,8_e_mezzo,scene_002_static_002_num00591_sim99.jpg,Miscellaneous Companies,,SCUOLA NAZIONALE DI CINEMA,in collaborazione con,Miscellaneous Companies,,first_half,591,pending,0,scuola nazionale di cinema,cm0000011,internal_assigned,,
1484,8_e_mezzo,scene_002_static_002_num00591_sim99.jpg,Miscellaneous Companies,,Centro Sperimentale di Cinematografia,in collaborazione con,Miscellaneous Companies,,first_half,591,pending,0,centro sperimentale di cinematografia,cm0000005,internal_assigned,,
1485,8_e_mezzo,scene_002_static_003_num00795_sim33.jpg,Miscellaneous Companies,,Cinecittà Holding,e con,Miscellaneous Companies,,first_half,795,pending,0,cinecitta holding,cm0000006,internal_assigned,,
1486,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Miscellaneous Companies,,Cinecittà Studios e Videorecording,restauro effettuato presso gli stabilimenti,Miscellaneous Companies,,first_half,939,pending,0,cinecitta studios e videorecording,cm0000007,internal_assigned,,
1487,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Additional Crew,,Manrico Masini,consulenza tecnica,Additional Crew,,first_half,939,pending,1,manrico masini,gp0000004,internal_assigned,,
1488,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Thanks,,Vincenzo Verzini,un particolare ringraziamento a,Thanks,,first_half,939,pending,1,vincenzo verzini,gp0000005,internal_assigned,,
1489,8_e_mezzo,"scene_002_static_007_num01155_sim100.jpg,scene_002_static_009_num01251_sim51.jpg",Miscellaneous Companies,,GRUPPO MEDIASET,è un'iniziativa,Miscellaneous Companies,,first_half,"1155,1251",pending,0,gruppo mediaset,cm0000009,internal_assigned,,
1490,8_e_mezzo,scene_005_static_002_num02165_sim73.jpg,Producers,,ANGELO RIZZOLI,PRODOTTO DA,Producers,,first_half,2165,pending,1,angelo rizzoli,nm0729939,auto_assigned,,Angelo Rizzoli
1491,8_e_mezzo,scene_005_static_002_num02165_sim73.jpg,Writers,,FEDERICO FELLINI,IDEATO E DIRETTO DA,Writers,,first_half,2165,pending,1,federico fellini,nm0000019,auto_assigned,,Federico Fellini
1492,8_e_mezzo,scene_005_static_002_num02165_sim73.jpg,Directors,,FEDERICO FELLINI,IDEATO E DIRETTO DA,Directors,,first_half,2165,pending,1,federico fellini,nm0000019,auto_assigned,,Federico Fellini
1493,8_e_mezzo,scene_006_static_003_num02459_sim84.jpg,Writers,,Federico Fellini,Soggetto,Writers,,first_half,2459,pending,1,federico fellini,nm0000019,auto_assigned,,Federico Fellini
1494,8_e_mezzo,scene_006_static_003_num02459_sim84.jpg,Writers,,Ennio Flaiano,Soggetto,Writers,,first_half,2459,pending,1,ennio flaiano,nm0280919,auto_assigned,,Ennio Flaiano
1495,8_e_mezzo,scene_006_static_003_num02459_sim84.jpg,Cast,,Marcello Mastroianni,con,Cast,,first_half,2459,pending,1,marcello mastroianni,nm0000052,auto_assigned,,Marcello Mastroianni
1496,8_e_mezzo,scene_006_static_003_num02459_sim84.jpg,Cast,,Federico Fellini,,Cast,,first_half,2459,pending,1,federico fellini,nm0000019,auto_assigned,,Federico Fellini
1497,8_e_mezzo,scene_006_static_003_num02459_sim84.jpg,Cast,,Tullio Pinelli,,Cast,,first_half,2459,pending,1,tullio pinelli,,manual_required,"[{""nconst"": ""nm0684083"", ""normalized_name"": ""tullio pinelli"", ""primaryName"": ""Tullio Pinelli"", ""primaryProfession"": ""writer,archive_footage"", ""birthYear"": 1908, ""deathYear"": 2009}]",
1498,8_e_mezzo,scene_006_static_003_num02459_sim84.jpg,Cast,,Ennio Flaiano,,Cast,,first_half,2459,pending,1,ennio flaiano,nm0280919,auto_assigned,,Ennio Flaiano
