id,episode_id,source_frame,role_group,secondary_role_group,name,role_detail,role_group_normalized,role_group_corrected,scene_position,original_frame_number,reviewed_status,is_person,normalized_name,assigned_code,code_assignment_status,imdb_matches,imdb_name
90,8_e_mezzo,scene_002_static_000_num00363_sim95.jpg,Miscellaneous Companies,,The Mediaset Collection,il film è stato restaurato da,Miscellaneous Companies,,first_half,363,pending,0,the mediaset collection,cm0000011,internal_assigned,,
91,8_e_mezzo,scene_002_static_000_num00363_sim95.jpg,Miscellaneous Companies,,Cinema Forever,il film è stato restaurato da,Miscellaneous Companies,,first_half,363,pending,0,cinema forever,cm0000005,internal_assigned,,
92,8_e_mezzo,scene_002_static_000_num00363_sim95.jpg,Thanks,,Carlo Bernasconi,Dedicato a,Thanks,,first_half,363,pending,1,carlo bernasconi,gp0000003,internal_assigned,,
93,8_e_mezzo,scene_002_static_002_num00591_sim99.jpg,Miscellaneous Companies,,Scuola Nazionale di Cinema,in collaborazione con,Miscellaneous Companies,,first_half,591,pending,0,scuola nazionale di cinema,cm0000010,internal_assigned,,
94,8_e_mezzo,scene_002_static_002_num00591_sim99.jpg,Miscellaneous Companies,,Centro Sperimentale di Cinematografia,in collaborazione con,Miscellaneous Companies,,first_half,591,pending,0,centro sperimentale di cinematografia,cm0000002,internal_assigned,,
95,8_e_mezzo,scene_002_static_003_num00795_sim33.jpg,Miscellaneous Companies,,Cinecittà Holding,e con,Miscellaneous Companies,,first_half,795,pending,0,cinecitta holding,cm0000003,internal_assigned,,
96,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Miscellaneous Companies,,Cinecittà Studios,restauro effettuato presso gli stabilimenti,Miscellaneous Companies,,first_half,939,pending,0,cinecitta studios,cm0000004,internal_assigned,,
97,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Miscellaneous Companies,,Videorecording,restauro effettuato presso gli stabilimenti,Miscellaneous Companies,,first_half,939,pending,0,videorecording,cm0000013,internal_assigned,,
98,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Additional Crew,,Manrico Masini,consulenza tecnica,Additional Crew,,first_half,939,pending,1,manrico masini,gp0000005,internal_assigned,,
99,8_e_mezzo,scene_002_static_005_num00939_sim99.jpg,Thanks,,Vincenzo Verzini,un particolare ringraziamento a,Thanks,,first_half,939,pending,1,vincenzo verzini,gp0000008,internal_assigned,,
100,8_e_mezzo,scene_002_static_007_num01155_sim100.jpg,Miscellaneous Companies,,GRUPPO MEDIASET,CINEMA FOR EVER è un'iniziativa,Miscellaneous Companies,,first_half,1155,pending,0,gruppo mediaset,cm0000008,internal_assigned,,
101,8_e_mezzo,scene_005_static_002_num02165_sim73.jpg,Producers,,Angelo Rizzoli,Prodotto da,Producers,,first_half,2165,pending,1,angelo rizzoli,nm0729939,auto_assigned,,Angelo Rizzoli
